"","eNeuron","microglia","endo_mural","iNeuron","astrocytes","Olig"
"0",2.12279095081092e-12,1.05309166226602e-12,0.999999999980608,8.92272675264241e-13,2.70676397045518e-12,1.26171717745905e-11
"1",0.242427897437434,0.664763792010483,0.0125158551715456,0.0066570106391011,0.0236267698229401,0.0500086749184953
"2",3.47256048579535e-10,0.922891333388334,0.0134217740645628,4.04590482249637e-11,0.0404500501176185,0.02323684204177
"3",1.21404961119157e-09,0.999999998766189,4.82394873531943e-13,8.45424488616929e-13,1.81193672438915e-11,3.14291903653459e-13
"4",0.604347904089418,0.393522644466203,0.002129451166996,2.52879849597617e-10,3.55829586871708e-12,2.09451971496494e-11
"5",0.521546390280735,0.435976630066077,0.0075694786347642,0.0050462700308479,0.0073752944760201,0.0224859365115557
"6",0.575941303381428,0.379967691123668,0.0026548548443172,0.0203045529961167,0.0031573651267834,0.0179742325276859
"7",0.617182490214141,0.354402433481809,0.0044067363272774,0.0057426635157714,0.0128152528933988,0.0054504235676014
"8",0.643370840667761,0.350967875589657,0.0024286546954631,0.0032325274153731,1.63407816222438e-11,1.0161540465004e-07
"9",0.638724273982397,0.357642050213275,0.000887443857646,0.0014638323670568,7.25160593907682e-11,0.0012823995071089
"10",0.63651567214024,0.35165166880285,0.0036976804605592,0.0065383852381469,3.91898966123107e-12,0.0015965933542847
"11",0.630800513278271,0.340752540441983,0.0034344250591152,0.0005903473702314,0.0159724610917376,0.0084497127586614
"12",0.660856822904781,0.329904858992085,0.0004298782175596,0.0012369690322592,0.000454722681758,0.0071167481715569
"13",0.669122060523716,0.325674461488276,1.76137064254505e-11,5.0506640830899e-12,1.29432346379238e-10,0.0052034778359112
"14",0.649369823598546,0.334116379781663,1.62547895063088e-11,0.0056521545448151,0.0089648009252281,0.0018968411334932
"15",0.663151924896711,0.313040281829972,0.001447260034293,0.0080932135557758,0.0142673084045827,1.1278665156177e-08
"16",0.64448240880095,0.329059980790684,0.0012452050611914,0.0048949777013693,0.0107254821874624,0.0095919454583419
"17",0.667701307884969,0.306918860359225,0.0037853845660884,0.0054472536404992,0.0126647973498276,0.0034823961993906
"18",0.673636393554041,0.285258381894084,0.0048412757432469,0.0034993340158215,0.0271808258357011,0.005583788957105
"19",0.774353170481815,0.0879552792841262,0.0239038812076815,5.63984318526805e-14,0.113787669014832,1.14892172803246e-11
"20",0.673921882774646,0.307932814533102,0.0061118089769418,0.0015310949535831,0.0104113832517651,9.10155099615538e-05
"21",0.686857398213673,0.292500664240553,0.0053273844716312,0.0021151280659353,0.0131994234777506,1.53045685604226e-09
"22",0.690742023655978,0.294253357958234,0.0002632564207988,2.80620162059726e-12,0.0147413619308507,3.13320318909243e-11
"23",0.648241553141268,0.294825815256506,0.006350081140014,0.0046400367185463,0.0406136821113437,0.005328831632321
"24",0.67518627735054,0.298187657689404,0.001493339119728,0.0024328307190356,0.0226998940430459,1.07824561397382e-09
"25",0.669578590357056,0.305783042592358,4.95477730690976e-09,0.0054440958183154,0.013654999674169,0.0055392666033237
"26",0.68392154405761,0.281333408680249,0.000541736971863,4.46792846050968e-10,0.0300628579177402,0.0041404519257443
"27",0.68623560847311,0.255145454842659,0.0098019834549174,1.47514296549919e-13,0.0488169531992006,2.99649461970733e-11
"28",0.702871440469438,0.274089665714944,0.0010792405154115,0.0038818276492957,0.0145494057825128,0.0035284198683975
"29",0.674102072154115,0.277642286715282,0.002035009697459,0.0057095034715696,0.0264632971645609,0.0140478307970132
"30",0.670216630190018,0.251267574535647,0.0060660242272939,0.0089396132030822,0.0452723829406757,0.018237774903283
"31",0.709563139851546,0.226203309800004,0.0022814729059739,0.0039362622614777,0.052546127642667,0.0054696875383309
"32",0.686161514206025,0.263004022848568,0.0070183653530534,0.0031173571826912,0.0312011503826037,0.0094975900270592
"33",0.67871932647127,0.268286588028628,0.0029321113625481,0.0134408899787462,0.0252295855303995,0.0113914986284078
"34",0.676567100576572,0.270268066925095,0.0026738433060941,0.003979047968425,0.034180496845633,0.0123314443781805
"35",0.736275188153501,0.20382560043953,0.0026164277459119,0.0020464120234196,0.0552363706507155,9.86921607646394e-10
"36",0.728727611393063,0.228808345574716,0.0017721663330778,0.0003130256450355,0.0403786704450539,1.80609053238979e-07
"37",0.708328467041625,0.262623233183586,0.0013230022769944,0.0024113330980541,0.0226067092416365,0.0027072551581042
"38",0.6967516107782,0.242668926883549,0.0028746323889299,0.0035518984665642,0.0486494163556882,0.0055035151270691
"39",0.741019795036266,0.219903062857648,0.0001860909933355,2.14875458347274e-12,0.0388910485929811,2.51762092486007e-09
"40",0.685395012885284,0.241556442629301,0.0007373492490292,0.012682486070004,0.0227737695814423,0.0368549395849386
"41",0.681496249919002,0.252583221591386,0.0075691975346773,0.0065519594020572,0.0425052440082945,0.0092941275445831
"42",0.661239442741843,0.236249994361373,0.0038393617777058,0.0152365941309084,0.0483618226607251,0.035072784327444
"43",0.698466547906768,0.24378542380417,0.0015165768392109,4.41704020641652e-11,0.039723768124087,0.0165076832815933
"44",0.715993252965527,0.257887455992253,0.0023125578073876,0.0009668782233305,0.0190320012338572,0.0038078537776449
"45",0.698267369987784,0.273675831209216,0.0028613140221504,0.005978004394379,0.01530511280294,0.003912367583531
"46",0.734298445408666,0.241073503481551,0.0012503564162996,4.52044801897048e-07,0.0183999779073497,0.004977264741332
"47",0.723591367829399,0.233178901697444,0.0009273064614976,0.0027903006929158,0.0336379730006715,0.0058741503180723
"48",0.708177170540107,0.24665454680063,5.84484790354566e-11,7.75024653298472e-11,0.028738999817167,0.0164292827061452
"49",0.901109873135092,1.70728182437879e-09,0.0072027720929006,3.82254120585662e-10,0.0916873518493868,8.3308447400843e-10
"50",0.854525372724901,2.49527702744923e-11,0.0058126596466916,0.0133193775259887,0.126342590041943,3.55226668389997e-11
"51",0.67307681286366,0.248555417591233,0.0016058100392054,0.0125465941432236,0.0277340469607169,0.0364813184019611
"52",0.684555442357529,0.267310847436243,0.001702178640644,0.0024384191581537,0.0273086401045404,0.0166844723028899
"53",0.686554563968767,0.253992646805856,6.34435410186608e-10,0.0097568511460354,0.0216899685582229,0.0280059688866836
"54",0.658877687573232,0.276383157833513,0.0016260732557164,0.0096704500695532,0.0318305375427008,0.0216120937252836
"55",0.68962196983752,0.266078301244858,2.52067189427724e-09,0.0050072485659777,0.0250513217791257,0.014241156051846
"56",0.670187174646569,0.248346676867543,1.14372504655818e-08,0.0236069045226572,0.0230240340879496,0.0348351984380306
"57",0.74310240084436,0.207579685283543,4.50937305234303e-13,0.0053058199332887,0.039555018198966,0.0044570757393913
"58",0.613341265365848,0.19551173237968,0.0007136981123308,0.040602115945714,0.0410200055878243,0.108811182608603
"59",0.696065355441055,0.250533610430741,1.81585799452065e-08,0.0139116289425076,0.0282066039859393,0.0112827830411775
"60",0.671072458715542,0.252522524634006,0.0053644785405664,0.0073558169200415,0.0470756947656677,0.016609026424176
"61",0.65014957153081,0.262691364711264,0.0040745621518638,0.0191340048214871,0.0356472984992571,0.028303198285318
"62",0.655694388439005,0.256599467531639,0.0003924094113449,0.0182787294276159,0.0265352325414049,0.0424997726489891
"63",0.668821542332031,0.255401241981747,0.0055637651410021,0.0113677961061733,0.0359916002002997,0.0228540542387473
"64",0.68436391037532,0.222022465895705,5.92165836138446e-10,0.0058959231272059,0.0650650992259634,0.0226526007836399
"65",0.57229199570857,0.276767013217234,0.0080978820681604,0.0212452124265185,0.0603855227269261,0.061212373852591
"66",0.620323351227958,0.253315216328704,4.27139078051019e-11,0.0311062018815332,0.0332031126790378,0.0620521178400527
"67",0.598893151083762,0.239584071641745,0.0028484138813647,0.0371796006459519,0.0490030230739745,0.0724917396732026
"68",2.19856835743046e-10,1.08195062165987e-09,1.03890265657466e-10,1.12380103283858e-10,0.999999998294328,1.87594205759528e-10
"69",3.01936734970515e-11,2.23706734176843e-10,1.79158833506461e-11,1.70610569315129e-11,2.36006152226307e-11,0.999999999687522
"70",3.01237832597732e-12,7.2732329064017e-12,4.69170333008035e-12,0.999999999981778,1.79248957828918e-12,1.45252979167218e-12
