"","astrocytes","endo.mural","eNeuron","iNeuron","microglia","Olig"
"0",0.214672560901752,0.560612319138668,0.0159866776464233,0.0104569935707878,0.103395205628057,0.0948762431143123
"1",0.264037692512765,0.354131616688567,0.0679463486442817,0.0993214665993214,0.129168971108692,0.0853939044463729
"2",0.35042238422931,0.283919751459021,0.0335426161501675,0.0697599318985573,0.155914477993931,0.106440838269014
"3",0.286919742072187,0.244531659047803,0.0726167225761379,0.122177830326183,0.177970091264665,0.0957839547130242
"4",0.166935094148847,0.292137223936029,0.170216837080364,0.115186603437551,0.145402009734898,0.110122231662311
"5",0.236618033415206,0.278583391260002,0.125516560709068,0.122753780853746,0.146275967878249,0.0902522658837289
"6",0.208111723318438,0.272622752152796,0.150927350283442,0.112150300619461,0.136366832927312,0.119821040698551
"7",0.189763751026488,0.245599949373235,0.172482088181396,0.139299122629042,0.144798038000745,0.108057050789093
"8",0.186044665125471,0.247184409125634,0.182186180498323,0.119376216938128,0.161408236087138,0.103800292225305
"9",0.182724672620701,0.256176495783121,0.171697669241747,0.112971191874063,0.168057205127313,0.108372765353056
"10",0.187745369600433,0.251842086769935,0.18898798118014,0.110572518341706,0.153412400960592,0.107439643147194
"11",0.208882458068858,0.246238509212159,0.179012817549282,0.114744360716481,0.145939148353128,0.105182706100093
"12",0.205051880671889,0.256297756779897,0.178870592138918,0.102826076063876,0.14838361518395,0.10857007916147
"13",0.18185688632413,0.25838351758309,0.190802727332184,0.12179610634962,0.142085503693105,0.10507525871787
"14",0.184936502380851,0.245232620948004,0.184923961770227,0.119392741679558,0.16221339400696,0.1033007792144
"15",0.204489588729122,0.237948288881384,0.213337091818787,0.101192157881435,0.137463309009918,0.105569563679354
"16",0.215219889066619,0.260487832331388,0.168505599534742,0.110543303509638,0.147049366929087,0.0981940086285266
"17",0.196539012075417,0.253328854530482,0.179070010078736,0.113244748993556,0.149004203293652,0.108813171028157
"18",0.19545780934559,0.251666434778692,0.192946598186711,0.114475800122888,0.139250961520499,0.106202396045619
"19",0.179029259920541,0.320472665818481,0.178386065824782,0.104958285473421,0.128137979547707,0.0890157434150683
"20",0.195712209865343,0.267461364503563,0.176892931758714,0.119650993379072,0.132268195364155,0.108014305129153
"21",0.191871540232753,0.253846269606728,0.196368851488358,0.107692860361664,0.146575335485297,0.1036451428252
"22",0.216314062215925,0.224561703085233,0.207398573396031,0.109195043293577,0.14251462594287,0.100015992066363
"23",0.286724340143601,0.21779609724372,0.179828659523742,0.102356652042712,0.122801907854146,0.0904923431920779
"24",0.215022959887581,0.238752648717692,0.188906342059002,0.111672897715037,0.149736463413235,0.0959086882074538
"25",0.213355932628376,0.245612651514999,0.176431593968976,0.110228042645254,0.145538870965729,0.108832908276667
"26",0.216189322195618,0.238366707054445,0.194536494363358,0.110324614338611,0.135013697465962,0.105569164582007
"27",0.213512366088631,0.255640187440532,0.192847894475204,0.106326468125811,0.129128630582838,0.102544453286985
"28",0.195245344735843,0.228069737503284,0.193363123432715,0.141812675174668,0.13540946260096,0.106099656552531
"29",0.201154318148169,0.256194563712189,0.15731586227896,0.124513963782407,0.153764415681129,0.107056876397146
"30",0.193781879344064,0.258437367769542,0.172449291984743,0.132549826087591,0.123316824227551,0.119464810586509
"31",0.220850289594643,0.204718598053123,0.202125529449763,0.153388075526842,0.114313327885049,0.10460417949058
"32",0.200751586734118,0.25043083882806,0.182336257046165,0.123287008484393,0.136228040758826,0.106966268148438
"33",0.208578999803157,0.229394470319838,0.176822083159282,0.134054920384567,0.138081789859803,0.113067736473352
"34",0.237164817213423,0.22354911307219,0.179692811363528,0.125327921772439,0.132787559118149,0.101477777460271
"35",0.208341858468416,0.203398288101244,0.219293278368375,0.149486122927122,0.122392662713606,0.097087789421237
"36",0.188319479334612,0.257608720841503,0.192318847855046,0.111508455635392,0.143708717093798,0.106535779239648
"37",0.218781429684302,0.232217814888417,0.202834766297898,0.118823603670624,0.127872888429248,0.0994694970295101
"38",0.215617797735057,0.242262636820044,0.200920278289077,0.114513386990119,0.121374257329537,0.105311642836167
"39",0.2136120692649,0.210211242922253,0.207624561493057,0.148619389215036,0.120272785641379,0.0996599514633759
"40",0.189901465224083,0.23768091763747,0.178980170911374,0.112437648471052,0.133809840512011,0.147189957244011
"41",0.188385947867554,0.29827509956477,0.16863406605274,0.101558715057735,0.145117544629313,0.0980286268278886
"42",0.223000530500356,0.223432977861864,0.178529399545514,0.108473852155287,0.126673160082559,0.139890079854419
"43",0.212591642177583,0.20932885218856,0.167283940665731,0.170265082470278,0.135361081079087,0.105169401418761
"44",0.187385207353787,0.254883818645765,0.182945736216999,0.133122754711457,0.144739633363638,0.0969228497083541
"45",0.176361177433754,0.275870341026197,0.177434123868955,0.121731403594778,0.153016260741789,0.0955866933345265
"46",0.196291640676639,0.234308849066957,0.204552573359879,0.122342149417015,0.136387431598897,0.106117355880613
"47",0.217887917032512,0.230453535211582,0.200144645756023,0.119070316804639,0.130816474343039,0.101627110852205
"48",0.181059642281618,0.265692883788871,0.182243909567894,0.108329220941456,0.13778250926526,0.124891834154902
"49",0.219674365746694,0.215999522529134,0.205921234965244,0.102890278977802,0.138321886946683,0.117192710834444
"50",0.250551888779793,0.21256241206147,0.196043496191536,0.102168624754649,0.135005555988599,0.103668022223953
"51",0.193760683826629,0.237594366682046,0.177472977801598,0.109651191072655,0.15020336237558,0.131317418241492
"52",0.214109138367337,0.244464528332223,0.171510530119268,0.128124707761605,0.140159877940629,0.101631217478938
"53",0.187456113779051,0.245054450297082,0.19348536608482,0.108024340818544,0.140384840277715,0.125594888742787
"54",0.207802289955538,0.263240089232895,0.171002076778166,0.103208086230685,0.145651160116136,0.10909629768658
"55",0.215293830735419,0.239943755033678,0.174427605681755,0.127944531345823,0.136672733770582,0.105717543432744
"56",0.18163452962337,0.228022357675263,0.1658136787825,0.127890891504762,0.144873096516949,0.151765445897156
"57",0.188936725190001,0.221754801390489,0.216164978821332,0.114455454561744,0.148472482471758,0.110215557564675
"58",0.173194754064293,0.226626003572091,0.160642037130227,0.0924629013306774,0.117275073831802,0.22979923007091
"59",0.188736595016804,0.23998886500144,0.182990993429236,0.128735636812844,0.148043365781552,0.111504543958123
"60",0.235427343425582,0.237339044194487,0.171701763223413,0.105790366330389,0.150586705934921,0.0991547768912082
"61",0.201738853380593,0.256868723446722,0.162633789590926,0.113346720433867,0.139363828414069,0.126048084733824
"62",0.205591699738126,0.238817215239736,0.1703968107049,0.113097865584535,0.133166656146794,0.13892975258591
"63",0.193133701143324,0.280364364576913,0.171957113031331,0.102252459625094,0.155490269271638,0.0968020923516987
"64",0.24515019621753,0.222939772538244,0.190424412421145,0.103578566038882,0.134877319981423,0.103029732802775
"65",0.205449030578729,0.322914098232376,0.121762301169943,0.0917812216177094,0.145559393375804,0.112533955025439
"66",0.196092865741939,0.246471366076114,0.141935792732208,0.109139150311343,0.136843474541907,0.169517350596489
"67",0.207890646400598,0.252636517137322,0.132190232027482,0.10040967368011,0.123033231793078,0.183839698961411
"68",0.460392081917314,0.29810766441002,0.0165435506240424,0.0348640347047126,0.0729514539758294,0.117141214368082
"69",0.298471119300588,0.245948213826552,0.0413679738527384,0.0465695108260605,0.0966186538672886,0.271024528326773
"70",0.156516830387727,0.219388136623801,0.071990208267771,0.0832851971191099,0.125581706632815,0.343237920968777
