"","astrocytes","endo_mural","eNeuron","iNeuron","microglia","Olig"
"0",0.211498065050706,0.27129950683132,0.192111540318642,0.1066726946989,0.143296588315998,0.0751216047844328
"1",0.125559174579167,0.167174539564765,0.31769272798684,0.129356850425436,0.0563154763623747,0.203901231081418
"2",0.187608109511984,0.163889923971962,0.299328444124213,0.107394099678365,0.0794205324669351,0.162358890246541
"3",0.149083512513629,0.137172357740437,0.352855213114644,0.147615760145188,0.0749059913561775,0.138367165129923
"7",0.116148520682088,0.15383466117472,0.383982520514973,0.118135787749133,0.0733202437540607,0.154578266125025
"8",0.127341700044201,0.155611079889678,0.321921002631815,0.12313481358393,0.0802112238841461,0.19178017996623
"9",0.113855533110433,0.145719280155863,0.330804794348481,0.120817642955433,0.0754588240826377,0.213343925347152
"10",0.107023985889591,0.145256232651523,0.3570760210094,0.122731245337213,0.0683814223424968,0.199531092769776
"14",0.108099864935912,0.155143773701445,0.362807478007252,0.111921784180432,0.0733376245821065,0.188689474592853
"15",0.116041010502463,0.153322932300651,0.345495354023551,0.11492795893834,0.074405487684112,0.195807256550884
"16",0.115556687246709,0.152484926941819,0.360512683147685,0.117972002580952,0.0748801871978506,0.178593512884985
"17",0.108170464872062,0.133147633802354,0.376549591708727,0.114148229611814,0.0681632238219838,0.199820856183059
"21",0.11929131260508,0.161423298305222,0.34067941192916,0.106662046148736,0.0683758047114439,0.203568126300359
"22",0.105993896648742,0.149709722677936,0.331623515035971,0.12012844192305,0.075320065263757,0.217224358450544
"23",0.115292703581898,0.151683812032343,0.357522599737012,0.111677269119385,0.0772243247645838,0.186599290764777
"24",0.103655798636635,0.134398621479148,0.399796458897412,0.123331874813091,0.0644330602203767,0.174384185953338
"28",0.120882280048568,0.139549042758421,0.35244138778074,0.112781792848452,0.0733889421880593,0.20095655437576
"29",0.117807456478412,0.146242947341295,0.35041870498743,0.107353905643482,0.0764463066337713,0.201730678915609
"30",0.109584861034597,0.14413630540422,0.374626010638521,0.11003562736409,0.0641907837674421,0.197426411791129
"31",0.0934417924122339,0.136292912455299,0.503787830991819,0.130967337197419,0.0546598579925003,0.0808502689507297
"35",0.108181304303571,0.150740468339387,0.381631230813075,0.107144945171134,0.0692716915604332,0.1830303598124
"36",0.118460450618683,0.143193640076338,0.362010965563554,0.105254200669987,0.0694493188343638,0.201631424237075
"37",0.112081450320008,0.138556223848795,0.380132727190534,0.106593709822111,0.0717050136121346,0.190930875206418
"38",0.128355251527994,0.134471429059221,0.382909557321642,0.105236124065571,0.0630330277777303,0.185994610247842
"42",0.114981995525373,0.148096448153809,0.368216757658022,0.114109463250019,0.0752047174640185,0.179390617948758
"43",0.110940465678106,0.149787615667819,0.348713492641322,0.119294417527731,0.070224072092562,0.20103993639246
"44",0.106032144238125,0.153067275440174,0.383595572254357,0.108366466703006,0.0649253559985403,0.184013185365798
"45",0.108390130802111,0.128617455604585,0.422961662602287,0.12320945941874,0.0534053188266914,0.163415972745585
"49",0.104512162811341,0.145097082868647,0.362592474905471,0.123415703240784,0.073099476305567,0.19128309986819
"50",0.117863120751718,0.157176022432928,0.337435685579149,0.121047334792528,0.0762946888032966,0.19018314764038
"51",0.108820748212524,0.141943542621808,0.362207105602222,0.118166603821221,0.0637615073079447,0.20510049243428
"52",0.103148214596012,0.127109899565629,0.400889689167421,0.131872769946272,0.0548909801184241,0.182088446606242
"56",0.102455179286513,0.152416988865541,0.367437801852683,0.119092699868725,0.0637782583231748,0.194819071803363
"57",0.109021854614651,0.140985975786747,0.36404287495106,0.123828884702158,0.069547226104936,0.192573183840448
"58",0.106553385577866,0.143191186352706,0.36223464775997,0.119578465418725,0.0661090625438145,0.202333252346919
"59",0.100235829390967,0.137401770741694,0.409355889848177,0.130752791706781,0.0599543451111613,0.16229937320122
"63",0.120299210639661,0.144528164033367,0.368062887599542,0.113605376784616,0.0652326274832227,0.188271733459591
"64",0.118090170992272,0.140116374980153,0.360700525213138,0.115539691751828,0.0676581950165163,0.197895042046092
"65",0.110830470418137,0.131297418287161,0.403992123740648,0.102926560666874,0.0650769220722327,0.185876504814947
"66",0.0990061400310188,0.123228589726524,0.391449843846824,0.131970284289072,0.0588409353642367,0.195504206742325
"70",0.109326313774444,0.142599620337756,0.362696986020351,0.115119245127978,0.0689111045451079,0.201346730194362
"71",0.121077349789308,0.150475392532652,0.376862729740486,0.109767902622106,0.0719377415204477,0.169878883795
"72",0.111772814005693,0.135736987855525,0.362600261091311,0.110831657314101,0.0663028113900695,0.2127554683433
"73",0.105005829014151,0.143276106073658,0.364808590922207,0.157991812727112,0.062203021479371,0.1667146397835
"77",0.106827969610416,0.149577695622193,0.369883308504911,0.105674777204493,0.0726953148108337,0.195340934247153
"78",0.111494376140781,0.153107817125607,0.350835180235926,0.116533844481916,0.0733744889004419,0.194654293115328
"79",0.105083753298559,0.14560083543095,0.365735536906276,0.116799925509554,0.0689198674477618,0.197860081406899
"80",0.120113609143969,0.13516642855311,0.387430134493066,0.107371093227784,0.063842483941879,0.186076250640192
"81",0.0977933459938737,0.140051592503982,0.413737484701394,0.119616221886761,0.0611042164617413,0.167697138452248
"82",0.0941726594317379,0.125773429636534,0.502193184266039,0.11067956116972,0.0594800752689798,0.107701090226989
"83",0.114436952908434,0.11411275385811,0.482545398165755,0.135957694302054,0.0552065719662901,0.0977406287993576
"84",0.114444134072162,0.151284494037297,0.340033591492489,0.105076713721819,0.0673091225643241,0.221851944111909
"85",0.112109476642875,0.146446556044958,0.351623309061421,0.119814826749389,0.0712898598171607,0.198715971684196
"86",0.105722955388944,0.140112224320921,0.3644374437635,0.109389722506628,0.0699287914044757,0.210408862615531
"87",0.110333265364405,0.143034883898445,0.357661253978773,0.111498470204261,0.0729805985198298,0.204491528034285
"88",0.117891493658658,0.150320845067366,0.349839091337246,0.113196645994364,0.0694745949912036,0.199277328951163
"89",0.110778103956053,0.140390778757157,0.341101857232475,0.115638236379893,0.0761212040492647,0.215969819625157
"90",0.110927824548689,0.140004579920936,0.43451484281726,0.119068134000854,0.0599191135082192,0.13556550520404
"91",0.0960958104885768,0.120493951086341,0.345254256806014,0.103826454596841,0.066145467640365,0.268184059381863
